"date","developed","new_cases_smoothed","new_cases_smoothed_per_million","new_deaths_smoothed","new_deaths_smoothed_per_million","new_icu_covid","new_icu_covid_per_million","icu_total","icu_total_per_million","icu_covid","icu_covid_per_million","icu_free","icu_free_per_million","icu_occupancy_rate","population","population_density"
2020-06-16,"No",6218.857,161.5855,157.714,4.098,-14,-0.364348745875182,3903,92.0007518218428,381,9.87241112389979,3522,82.128340697943,6.47911919105666,51988557,60.268
2020-06-16,"Yes",22618,35.2945,681.142,1.055,-17,-1.14287623892881,3091,169.785798126796,37,1.84332045069646,1274,65.8254892414795,2.39312384102641,341630568,124.9255
2020-06-17,"No",5677.572,147.4855,163.286,4.245,-21,-0.546523118812773,3903,92.0007518218428,360,9.32588800508702,3543,82.6748638167558,6.13074493757292,51988557,60.268
2020-06-17,"Yes",23381.143,36.5205,663.714,1.0365,14,0.803167324766674,2473,134.33169764781,51,2.64648777546313,1052,53.0895502344651,2.83559864398188,341630568,124.9255
2020-06-18,"No",5509.286,143.1325,170.715,4.44,-3,-0.0780747312589675,3903,92.0007518218428,357,9.24781327382805,3546,82.7529385480148,6.08097718707524,51988557,60.268
2020-06-18,"Yes",24228.143,37.633,647.143,1.012,-1,-0.00150188453166888,3289,181.144878862782,50,2.64498589093146,1251,64.4501328549825,2.21071420183659,341630568,124.9255
2020-06-19,"No",5439.143,141.3485,174.714,4.547,-32,-0.822027196931716,3903,92.0007518218428,325,8.42578607689634,3578,83.5749657449465,5.51046746230378,51988557,60.268
2020-06-19,"Yes",25015.571,38.943,620,0.955,-2,-0.673410290197603,3121,171.506870965582,48,1.97157560073386,1477,77.974220341447,5.75450869489717,341630568,124.9255
2020-06-20,"No",5032.143,130.7905,170.571,4.439,-11,-0.286274014616214,3903,92.0007518218428,314,8.13951206228012,3589,83.8612397595627,5.32798571047896,51988557,60.268
2020-06-20,"Yes",26107.857,40.4,597.858,0.922,-10,-0.57369094626191,2352,120.853573616982,38,1.39788465447195,1104,50.0390844648186,3.34920634920635,341630568,124.9255
2020-06-21,"No",4843.143,125.8595,165.143,4.298,-9,-0.234224193776903,3907,92.1048514635215,305,7.90528786850322,3602,84.1995635950182,5.17204236150402,51988557,60.268
2020-06-21,"Yes",27102.286,42.101,593.714,0.924,-2,-0.114738189252382,2274,116.378784236139,36,1.28314646521957,1100,49.8096080863138,3.32179360369271,341630568,124.9255
2020-06-22,"No",4763,123.8135,162.857,4.2385,-19,-0.48370336147619,3907,92.1048514635215,286,7.42158450702703,3621,84.6832669564944,4.81758865628874,51988557,60.268
2020-06-22,"Yes",28360.285,44.0225,590.857,0.935,31,1.94604356369549,3392,187.109762819374,67,3.22919002891505,1659,88.3036611432247,4.96390057081077,341630568,124.9255
2020-06-23,"No",4589.143,119.301,160.286,4.1715,-26,-0.687417607408323,3911,92.2089511052001,260,6.73416689961871,3651,85.4747842055814,4.42087980233444,51988557,60.268
2020-06-23,"Yes",30385.858,47.057,584.285,0.9175,-9,-1.24259558286451,2914,159.687335588055,58,1.98659444605055,1252,65.6807133615937,9.56673467196392,341630568,124.9255
2020-06-24,"No",4838.428,125.795,159.429,4.149,22,0.5833179657297,3912,92.2349760156197,282,7.31748486534841,3630,84.9174911502713,4.74364703750437,51988557,60.268
2020-06-24,"Yes",31701.857,49.121,585,0.9025,-1,0.892373476980685,2456,133.412290249259,57,2.87896792303123,1051,53.1997827701224,3.6885983519097,341630568,124.9255
2020-06-25,"No",4861.714,126.416,151.714,3.9485,20,0.520498208393117,3928,92.6513745823342,302,7.83798307374152,3626,84.8133915085927,5.04832009522995,51988557,60.268
2020-06-25,"Yes",33289.142,51.816,563.286,0.87,-1,-0.224970724909757,3342,184.129573667875,56,2.65399719812148,1262,65.3605289463433,4.39387545411178,341630568,124.9255
2020-06-26,"No",4576.857,119.003,139.286,3.625,3,0.0996146042535096,3767,90.2707133363112,305,7.93759767799503,3462,82.3331156583161,5.00656598818122,51988557,60.268
2020-06-26,"Yes",35862.714,55.865,562.715,0.869,3,0.227974493973095,3096,170.016776389832,59,2.88197169209457,1227,63.2967434243321,4.15341812400636,341630568,124.9255
2020-06-27,"No",4439.714,115.451,150.286,3.911,-36,-0.958436648102152,3761,90.1145638737932,269,6.97916102989288,3492,83.1354028439003,4.53014362362216,51988557,60.268
2020-06-27,"Yes",37146.857,58.2805,553,0.8545,-8,-0.794156017576661,2430,125.104894157447,51,2.08781567451791,1035,45.9130153053279,3.75765438132475,341630568,124.9255
2020-06-28,"No",4241.286,110.2835,147.143,3.8295,36,0.926126838610339,3801,91.1555602905795,305,7.90528786850322,3496,83.2502724220763,5.11064178539907,51988557,60.268
2020-06-28,"Yes",39590,62.0535,553.857,0.848,-1,-0.00150188453166888,2362,121.203795722865,50,2.08631378998624,1014,44.6523971080833,3.58907585470085,341630568,124.9255
2020-06-29,"No",4155.143,108.0605,153.286,3.989,-11,-0.286274014616214,3828,91.8582328719102,294,7.61901385388701,3534,84.2392190180232,4.89101831263752,51988557,60.268
2020-06-29,"Yes",41234.571,64.659,552.572,0.8375,15,1.02813804967643,3287,180.806671833151,65,3.11445183966267,1346,70.0677984747543,4.8145219529586,341630568,124.9255
2020-06-30,"No",4096.429,106.534,169,4.398,3,0.0673047947616965,3939,93.6269245327758,297,7.6863186486487,3642,85.9406058841271,4.9469842938051,51988557,60.268
2020-06-30,"Yes",42825.142,67.367,526,0.798,5,0.789650363981654,2949,164.991419295548,70,3.90410220364433,1179,63.5598562273791,2.51635351426583,341630568,124.9255
2020-07-01,"No",3953,102.809,146,3.7995,-18,-0.479218324051076,3927,93.3146256077399,279,7.20710032459763,3648,86.1075252831423,4.71953578336557,51988557,60.268
2020-07-01,"Yes",44677.286,70.891,518.286,0.7945,-6,-0.567683408135235,2282,123.206598943924,64,3.33641879550909,952,47.2409063516569,3.52652498377677,341630568,124.9255
2020-07-02,"No",3645.714,94.813,145.286,3.781,1,0.0367948469169269,3945,93.7830739952937,280,7.24389517151455,3665,86.5391788237792,4.66550116550117,51988557,60.268
2020-07-02,"Yes",46921.286,74.772,545.429,0.835,22,1.48558892215429,3362,184.271345778698,86,4.82200771766338,1336,68.1532944862238,1.95857758201898,341630568,124.9255
2020-07-03,"No",3538.714,92.03,140.429,3.6545,11,0.307813887610756,3960,94.1734476515886,291,7.55170905912531,3669,86.6217385924632,4.7304625199362,51988557,60.268
2020-07-03,"Yes",47283.428,75.923,552.143,0.8455,-26,-1.71506530065905,2581,135.387776538742,60,3.10694241700433,1083,49.7840760492755,2.46856976034793,341630568,124.9255
2020-07-04,"No",3446.143,89.621,120.714,3.1415,29,0.75472240217002,3968,94.3816469349458,320,8.30643146129533,3648,86.0752154736505,5.18007308207754,51988557,60.268
2020-07-04,"Yes",48029,77.266,524.286,0.8035,6,-0.214457533188075,2290,117.07322090978,66,2.89248488381625,1010,44.5346551497676,4.3541052114061,341630568,124.9255
2020-07-05,"No",3368.429,87.618,114.143,2.9705,32,0.832797133428987,4000,95.2144440683748,352,9.13922859472432,3648,86.0752154736505,5.63302314483417,51988557,60.268
2020-07-05,"Yes",49573.429,79.6495,524,0.803,-1,-0.00150188453166888,2290,117.07322090978,65,2.89098299928458,1011,44.5361570342993,4.1587927114061,341630568,124.9255
2020-07-06,"No",3227,83.9345,115.571,3.0075,1,0.0260249104196558,3995,95.0843195162765,353,9.16525350514397,3642,85.9190660111325,5.65748972373578,51988557,60.268
2020-07-06,"Yes",49842.143,80.1485,523.857,0.803,20,1.25911631271286,3896,215.800317670596,85,4.15009931199745,1725,91.9782869683642,5.66810128730206,341630568,124.9255
2020-07-07,"No",3094.429,80.4785,106.571,2.7735,-8,-0.208199283357247,4005,95.3445686204731,345,8.95705422178673,3660,86.3875143986863,5.51429388221841,51988557,60.268
2020-07-07,"Yes",50899.142,81.672,608,0.929,-26,-1.49159646028097,2427,131.469250454627,59,2.65850285171648,1088,55.378306481386,5.68150374805051,341630568,124.9255
2020-07-08,"No",3011,78.304,117.143,3.0485,21,0.546523118812773,4005,95.3445686204731,366,9.5035773405995,3639,85.8409912798736,5.84448256146369,51988557,60.268
2020-07-08,"Yes",52495.572,84.006,628.286,0.9675,2,-0.108730651125707,2307,123.467614897594,61,2.54977220059078,1058,52.7633582810879,6.37012051579354,341630568,124.9255
2020-07-09,"No",3102.143,80.6715,108.857,2.833,20,0.520498208393117,4025,95.8650668288662,386,10.0240755489926,3639,85.8409912798736,6.12121212121212,51988557,60.268
2020-07-09,"Yes",53164.858,84.7875,670.715,1.031,43,2.29926943864265,3361,183.82290621341,104,4.84904163923342,1363,70.3167993521707,7.5236801242236,341630568,124.9255
2020-07-10,"No",3033.286,78.867,104.429,2.716,42,1.08227630112827,4041,96.2814653955807,428,11.1063518501209,3613,85.1751135454598,6.7894052464948,51988557,60.268
2020-07-10,"Yes",55639.714,88.265,690.858,1.0615,36,-0.169400997238009,4331,207.850087087316,140,4.67964064199541,2081,82.1216567840572,5.23642536872526,341630568,124.9255
2020-07-11,"No",2889.714,75.1335,98.572,2.5635,27,0.713442517827979,4007,95.3966184413124,455,11.8197943679489,3552,83.5768240733635,7.23937679751633,51988557,60.268
2020-07-11,"Yes",57714.572,91.621,755,1.158,117,-1.50029581263041,3410,122.666036291865,257,3.17934482936501,1929,49.2669196400426,9.11317464291745,341630568,124.9255
2020-07-12,"No",2794.857,72.6515,96,2.4965,13,0.338323835455526,4009,95.4486682621517,468,12.1581182034044,3541,83.2905500587473,7.43905131719202,51988557,60.268
2020-07-12,"Yes",58628.857,92.9625,776.715,1.1905,14,0.467964064199541,3389,122.299293456133,271,3.64730889356455,1938,50.9564529036633,9.63168788245084,341630568,124.9255
2020-07-13,"No",2736.714,71.135,91.572,2.3815,-25,-0.661392696988667,3997,95.1363693371158,443,11.4967255064157,3554,83.6396438307001,7.1175054453743,51988557,60.268
2020-07-13,"Yes",60945.286,96.569,785.857,1.1965,33,2.06078175294787,4963,217.179359625509,304,5.70809064651242,2601,93.4056722382952,9.936861392513,341630568,124.9255
2020-07-14,"No",2647,68.8035,90.857,2.363,-12,-0.323068861533141,3996,95.1103444266962,431,11.1736566448826,3565,83.9366877818136,6.97531607465382,51988557,60.268
2020-07-14,"Yes",62152.143,98.509,750.857,1.144,119,-0.603416682054713,6613,187.701424928696,423,5.10467396445771,4364,77.8407841768132,6.25561372343448,341630568,124.9255
2020-07-15,"No",2597,67.499,87.714,2.281,8,0.218969219854518,4002,95.1911043337332,439,11.3926258647371,3563,83.7984784689961,7.05726007037127,51988557,60.268
2020-07-15,"Yes",62969.714,99.761,768.143,1.1615,8922,14.5171579934402,27067,247.918858069359,9345,19.6218319578979,15622,107.82192739646,21.1383498162299,341630568,124.9255
2020-07-16,"No",2505.143,65.113,87,2.2625,29,0.776262275164562,3998,95.0870046920546,468,12.1688881399017,3530,82.9181165521529,7.43533304582341,51988557,60.268
2020-07-16,"Yes",64571.428,102.5975,758.429,1.155,542,0.255349315219311,31669,221.533673467764,9887,19.8771812731172,19820,89.0983285380597,18.5997006081965,341630568,124.9255
2020-07-17,"No",2460.572,63.9455,NA,NA,23,0.598572939652084,3992,94.9308552295366,491,12.7674610795537,3501,82.1633941499829,7.81326071080818,51988557,60.268
2020-07-17,"Yes",64228.714,101.987,773,1.177,911,1.81515448910653,35609,262.42397204171,10798,21.6923357622237,22541,110.503791478033,18.097634148351,341630568,124.9255
2020-07-18,"No",2411,62.654,72.572,1.887,-13,-0.338323835455526,3985,94.7486808565991,478,12.4291372440982,3507,82.3195436125008,7.62432070189563,51988557,60.268
2020-07-18,"Yes",64781,102.681,792.429,1.206,225,-1.78502996396634,34648,174.721688620834,11023,19.9073057982574,22265,76.7924141309568,18.2572209211553,341630568,124.9255
2020-07-19,"No",2278.571,59.206,66.857,1.738,-33,-0.858822043848643,3974,94.4624068419828,445,11.5703152002496,3529,82.8920916417333,7.12565948930128,51988557,60.268
2020-07-19,"Yes",64614.286,102.694,793.143,1.2075,-692,-1.03930409591486,32543,168.208189076,10331,18.8680017023425,20898,73.9571970348421,18.2936975260354,341630568,124.9255
2020-07-20,"No",2206.714,57.314,79,2.0545,22,0.561778092735158,3968,94.3062573794649,467,12.1320932929847,3501,82.1741640864802,7.5340953689168,51988557,60.268
2020-07-20,"Yes",64797,102.8085,807.428,1.2525,1086,5.31828246763086,37553,273.276779404696,11417,24.1862841699734,23972,124.943774463646,18.3895286038366,341630568,124.9255
2020-07-21,"No",2182.286,56.6615,78.857,2.0505,-6,-0.156149462517935,3963,94.1761328273666,461,11.9759438304668,3502,82.2001889968998,7.45011884873351,51988557,60.268
2020-07-21,"Yes",65164.143,103.6635,834.714,1.3015,135,-1.58499631124941,39965,275.781980693191,11552,22.601287858724,26249,129.03397206339,17.0854734009274,341630568,124.9255
2020-07-22,"No",2184.857,56.7115,68.572,1.783,23,0.577033066657543,3955,93.9679335440094,484,12.5529768971243,3471,81.414956646885,7.92530296312717,51988557,60.268
2020-07-22,"Yes",65382.429,104.063,872,1.3495,1019,0.971748236825366,53493,291.630097830046,12571,23.5730360955493,38690,140.009242528838,13.6701179884779,341630568,124.9255
2020-07-23,"No",2166.285,56.219,70.286,1.8275,19,0.48370336147619,3939,93.5515349772949,503,13.0366802586005,3436,80.5148547186943,8.31464233987769,51988557,60.268
2020-07-23,"Yes",64960.572,103.23,889.714,1.384,1423,1.80197842799768,66286,317.324303014651,13994,25.375014523547,49826,150.477101142917,12.1532988757721,341630568,124.9255
2020-07-24,"No",2138.714,55.497,81,2.108,29,0.75472240217002,3933,93.3953855147769,532,13.7914026607706,3401,79.6039828540064,8.79773971795699,51988557,60.268
2020-07-24,"Yes",66208.715,105.599,914.429,1.4295,-285,-0.204568251147542,66290,309.620635559733,13709,25.1704462723995,50225,149.288602348028,11.9867952744385,341630568,124.9255
2020-07-25,"No",2123.714,55.085,82.143,2.138,-26,-0.644337861419239,3936,93.4734602460359,506,13.1470647993513,3430,80.3263954466846,8.23874900872324,51988557,60.268
2020-07-25,"Yes",66196.714,105.8845,926.429,1.4475,747,-0.442374137489968,69301,226.989962137134,14456,24.7280721349095,53453,122.404110282566,11.9588564592588,341630568,124.9255
2020-07-26,"No",2139.714,55.504,87.143,2.266,23,0.609342876149355,3917,92.9789869480625,529,13.7564076755007,3388,79.2225792725618,8.61763262062087,51988557,60.268
2020-07-26,"Yes",65756.429,105.311,934.857,1.468,-1999,-3.00226717880609,65502,220.50216186,12457,21.7258049561034,51697,121.442817347791,11.029655373876,341630568,124.9255
2020-07-27,"No",2142.571,55.6,79.286,2.0615,-8,-0.197429346859976,3911,92.8228374855445,521,13.5589783286407,3390,79.2638591569038,8.46053913608314,51988557,60.268
2020-07-27,"Yes",65625.429,105.29,1017.143,1.5755,1861,4.69449225664954,73429,322.130339954342,14318,26.4202972127529,56865,166.859056211164,11.3776071077206,341630568,124.9255
2020-07-28,"No",2177.857,56.4815,80.572,2.095,3,0.0673047947616965,3908,92.7447627542855,524,13.6262831234024,3384,79.1184796308832,8.56139654396319,51988557,60.268
2020-07-28,"Yes",65148.286,104.7645,1035.571,1.603,364,1.44056133103983,75606,323.947395117328,14682,27.8608585437928,58566,160.810211444976,11.5269334876465,341630568,124.9255
2020-07-29,"No",2185.428,56.6835,79.715,2.0715,-10,-0.271019040693829,3884,92.1201649042138,514,13.3552640827086,3370,78.7649008215053,8.50813464058877,51988557,60.268
2020-07-29,"Yes",64667.572,104.4575,1066.714,1.65,-567,-1.41024063040148,74982,327.479595977128,14115,26.4506179133913,58451,162.425245446859,11.0771152337322,341630568,124.9255
2020-07-30,"No",2128.714,55.2085,77.286,2.0085,-10,-0.271019040693829,3850,91.2353179499455,504,13.0842450420147,3346,78.1510729079308,8.48048726869552,51988557,60.268
2020-07-30,"Yes",64875.857,105.593,1095.714,1.678,680,3.7029075660719,77426,332.714483655173,14795,30.1535254794632,60265,166.825680290142,11.7937110143099,341630568,124.9255
2020-07-31,"No",2068.286,53.65,77.857,2.0235,11,0.286274014616214,3836,90.8709692040703,515,13.3705190566309,3321,77.5004501474394,8.70225916726416,51988557,60.268
2020-07-31,"Yes",63373.714,103.7835,1109.143,1.7055,-50,-0.0750942265834439,76659,325.528879529175,14745,30.0784312528798,59568,160.862552283251,11.9020262926361,341630568,124.9255
2020-08-01,"No",2023.858,52.515,73.572,1.912,38,0.999716532444193,3833,90.7928944728114,553,14.3702355890751,3280,76.4226588837362,9.30046554994489,51988557,60.268
2020-08-01,"Yes",62432.285,102.625,1130.428,1.7455,-249,-2.94386091273357,75364,235.760684792075,14496,27.1345703401462,59526,131.63678946358,12.0278832688053,341630568,124.9255
2020-08-02,"No",2006.142,52.053,71,1.846,11,0.286274014616214,3775,89.2834496684713,564,14.6565096036914,3211,74.62694006478,9.66827249797433,51988557,60.268
2020-08-02,"Yes",61189.142,100.9815,1119.571,1.7215,-363,-1.43905944650816,74325,232.524210460835,14133,25.695510893638,58890,132.134138363897,11.5856830309694,341630568,124.9255
2020-08-03,"No",1952.428,50.6625,74.429,1.9355,6,0.156149462517935,3783,89.4916489518286,570,14.8126590662093,3213,74.6789898856193,9.74404862758387,51988557,60.268
2020-08-03,"Yes",58612.143,97.1195,1041.142,1.596,264,4.41893664316618,77373,336.657322901801,14397,30.1144475368042,60870,185.723562082238,11.6261113273296,341630568,124.9255
2020-08-04,"No",1888.715,49.063,72.286,1.8795,10,0.2817889771911,3781,89.4395991309893,580,15.0944480434004,3201,74.3451510875889,9.83384198033232,51988557,60.268
2020-08-04,"Yes",58158.572,96.422,1047,1.6045,-115,0.609424220181389,75901,327.407280399274,14282,30.7238717569856,59483,174.143022520744,11.9645369145866,341630568,124.9255
2020-08-05,"No",1887.857,49.028,73.429,1.911,-31,-0.817542159506602,3771,89.1793500267927,549,14.2769058838938,3222,74.9024441428989,9.38299509906562,51988557,60.268
2020-08-05,"Yes",56759.714,94.225,1042.714,1.606,-93,-2.150894824848,76532,319.639684764012,14189,28.5729769321376,60293,173.460063848183,11.4209132239597,341630568,124.9255
2020-08-06,"No",1887,48.9955,73.143,1.9035,-26,-0.687417607408323,3720,87.8520795953903,523,13.5894882764855,3197,74.2625913189048,9.14027541018538,51988557,60.268
2020-08-06,"Yes",55459.714,91.9615,1026.857,1.59,-170,-0.0318515300056208,76676,328.794709751696,14019,28.541125402132,60453,173.812099793439,11.2816862960775,341630568,124.9255
2020-08-07,"No",1892.143,49.109,71.571,1.8625,18,0.468448387553805,3713,87.6699052224527,541,14.0579366640393,3172,73.6119685584134,9.47458314420741,51988557,60.268
2020-08-07,"Yes",54882.857,90.704,1042.428,1.6055,-124,-0.633171362683118,76948,325.962924158827,13895,27.9079540394489,60833,170.695580049234,11.0802303855367,341630568,124.9255
2020-08-08,"No",1921.429,49.874,68.286,1.777,28,0.728697491750364,3709,87.565805580774,569,14.7866341557896,3140,72.7791714249844,9.97420690623245,51988557,60.268
2020-08-08,"Yes",55791,92.0835,1037.714,1.5985,-477,-4.40363478784452,75415,234.049530180165,13418,23.5043192516043,60767,139.981224538346,10.505319385719,341630568,124.9255
2020-08-09,"No",1915.571,49.7235,67,1.7435,35,0.910871864687955,3669,86.5248091639878,604,15.6975060204776,3065,70.8273031435102,10.7299913912313,51988557,60.268
2020-08-09,"Yes",56815.572,93.7345,1053.571,1.6225,-195,-0.292867483675431,74761,232.843828856076,13223,23.2114517679289,60328,140.215772590456,10.455228497274,341630568,124.9255
2020-08-10,"No",1949.143,50.583,61.714,1.606,-2,-0.0412798843420407,3666,86.4467344327288,602,15.6562261361355,3064,70.7905082965933,10.663483592096,51988557,60.268
2020-08-10,"Yes",58240.143,96.185,1048,1.6215,78,3.4691795991415,76303,320.189628567772,13301,26.6806313670704,61010,179.229760705329,10.7053834903184,341630568,124.9255
2020-08-11,"No",1965,50.9835,61.857,1.61,-30,-0.791517249086946,3667,86.4727593431485,572,14.8647088870486,3095,71.6080504560999,10.1731023606024,51988557,60.268
2020-08-11,"Yes",57576.572,95.6435,1023.286,1.5845,-113,0.388959148866638,77292,317.876022083165,13188,27.069590515937,62036,172.167143880265,10.660849105948,341630568,124.9255
2020-08-12,"No",1933.714,50.185,59,1.5355,-49,-1.26445067406587,3614,85.0934390909067,523,13.6002582129827,3091,71.493180877924,9.44183590941769,51988557,60.268
2020-08-12,"Yes",57717.858,96.598,1037.143,1.5975,-202,-0.973787196531379,77317,325.064572088555,12986,26.0958033194057,62193,176.313644458353,10.3221206144474,341630568,124.9255
2020-08-13,"No",1922,49.88,58.571,1.5245,-13,-0.338323835455526,3593,84.546915972094,510,13.2619343775272,3083,71.2849815945667,9.27777090936952,51988557,60.268
2020-08-13,"Yes",56507.714,95.2035,1016.714,1.567,-179,0.401569189965536,77361,325.01892058776,12807,26.4973725093712,62206,163.818913896092,10.3482997595075,341630568,124.9255
2020-08-14,"No",1910.286,49.583,54.571,1.42,16,0.38408875722268,3565,83.8182184803436,526,13.6460231347499,3039,70.1721953455937,9.79032973064257,51988557,60.268
2020-08-14,"Yes",57885.572,98.1265,1018.571,1.562,-165,-0.247810947725365,77948,322.995431882934,12642,26.2495615616458,63150,173.058102307221,10.1876569257738,341630568,124.9255
2020-08-15,"No",1854.857,48.111,54.857,1.4275,-2,-0.0735896938338537,3549,83.4018199136291,524,13.572433440916,3025,69.8293864727131,9.89314961354435,51988557,60.268
2020-08-15,"Yes",56247.572,96.2335,1012.428,1.5605,-320,-3.49743239523824,75672,234.88245218556,12322,22.7521291664076,62040,136.976809058843,10.0815376414724,341630568,124.9255
2020-08-16,"No",1858.143,48.178,53.571,1.394,1,0.0152549739223848,3549,83.4018199136291,525,13.5876884148384,3024,69.8141314987907,9.9532457673905,51988557,60.268
2020-08-16,"Yes",53453.715,92.4205,1018.143,1.569,-261,-0.72719512333271,75452,228.853582158952,12061,22.0249340430749,62163,136.379399914915,9.86249354499086,341630568,124.9255
2020-08-17,"No",1796.571,46.574,53.429,1.3905,40,1.03022648028896,3533,82.9854213469146,565,14.6179148951274,2968,68.3675064517872,10.7917651582035,51988557,60.268
2020-08-17,"Yes",51490.142,89.655,1011.143,1.5665,18,2.37345674553997,77920,329.880913167768,12079,24.3983907886149,63801,188.449569341724,9.54362547550265,341630568,124.9255
2020-08-18,"No",1765,45.7555,52.571,1.368,-8,-0.208199283357247,3521,82.6731224218787,557,14.4097156117701,2964,68.2634068101086,10.6890250879652,51988557,60.268
